Context,Text response,,,,,,,
"Apa bahan utama gawe Rawon, panganan khas Jawa?","Bahan utama kanggo nggawe Rawon yaiku daging sapi, kluwek, godhong salam, lengkuas, bawang merah, bawang putih lan lombok.",,,,,,,
Kenging punapa mie Goreng Jawi punika misuwur?,"Mie Goreng Jawa populer amarga rasane sing khas, dimasak nganggo rempah-rempah tradisional Jawa lan asring disuguhake karo endhog sisih ndhuwur.",,,,,,,
"Piye resepe Tahu Goreng Sambel Kedelai, masakan tahu khas Jawa?","Tahu Goreng Kecap yaiku tahu sing digoreng lan disajikake karo kecap manis, bawang goreng lan lombok.",,,,,,,
"Kepiye carane nggawe Papeda, panganan sagu khas Papua?","Papeda digawe kanthi nyampur glepung sagu karo banyu lan dimasak nganti kenthel, biasane disajikake karo kecap iwak.",,,,,,,
Apa bedane Bubur Sagu karo Papeda karo daerah liyane?,"Papeda nduweni tekstur kenyal lan cenderung kenthel, dene bubur sagu saka dhaerah liya bisa uga nduweni tekstur sing luwih alus.",,,,,,,
Apa panganan laut sing misuwur ing Papua?,"Iwak Bakar Manokwari minangka panganan laut Papua sing misuwur, iwak kasebut dibakar nganggo rempah-rempah khas wilayah kasebut.",,,,,,,
"Apa sing ndadekake Matoa, woh khas Papua, istimewa?","Matoa minangka woh khas Papua sing tuwuh ing alas Papua, woh iki nduweni rasa manis lan kandungan banyu sing dhuwur.",,,,,,,
"Apa sing nggawe Sagu Lempeng, jajanan khas Papua, istimewa?","Sagu Lempeng minangka jajanan khas Papua sing digawe saka sagu sing dikompres lan dipanggang nganti garing, khususe yaiku teksture sing renyah lan rasa manis sing alami.",,,,,,,
"Apa sing dimaksud Jadah Tempe, panganan Jawa sing legi lan gurih?",Jadah Tempe yaiku panganan sing legi lan gurih sing digawe saka ketan ireng sing dimasak nganggo gula abang lan disuguhake karo potongan tempe.,,,,,,,
"Apa sing ndadekake Cenil, manis khas Jawa, tekstur lan rasa sing unik?",Cenil nduweni tekstur kenyal lan rasa manis sing asale saka adonan ketan sing digodhog banjur dicampur karo parutan klapa lan gula abang.,,,,,,,
Apa wedang ronde istimewa ing wedang jawa?,"Wedang Ronde yaiku wedang ketan kang isine ketan isi kacang ijo sing digodhog, disajikake karo jahe lan gula abang, menehi rasa kang anget lan legi.",,,,,,,
"Apa sing ndadekake Karedok, sajian salad pedhes khas Jawa Barat, unik lan enak?","Karedok minangka sajian salad pedhes khas Jawa Barat sing unik amarga nggunakake kuah kacang sing ngemot terasi, lombok lan kacang, menehi rasa sing kuat lan enak.",,,,,,,
"Kepiye carane nggawe Gulai Cubadak, panganan sayur Minang sing enak?","Kari Cubadak digawe kanthi cara masak kembang gedhang enom kanthi santen, godhong salam lan rempah-rempah nganti bumbune nyerep lan rasane enak.",,,,,,,
"Apa sing nggawe Kue Dibalado, kue khas Minang, dadi istimewa?","Kue Kering Dibalado istimewa amarga nduweni rasa pedhes lan manis sing unik, digawe kanthi nyampur kue garing karo bumbu balado khas Minang.",,,,,,,
"Kepiye carane nggawe Pangek Ikan, panganan iwak khas Minang sing enak?","Pangek Ikan digawe kanthi cara masak iwak kanthi bumbu khas Minang kayata kunir, jahe lan cabe abang, banjur disuguhake nganggo godhong kemangi.",,,,,,,
"Apa sing ndadekake Sambalado Minangkabau, masakan daging pedhes khas Minang, dadi beda lan istimewa?","Masakan Sambalado Minangkabau beda banget lan khusus amarga daging sapi dimasak nganggo bumbu balado khas Minang sing pedhes lan nyebar, menehi rasa sing jero lan unik.",,,,,,,
"Apa sing ndadekake Mie Tarempa, mie khas Batam, beda karo mie liyane?","Mie Tarempa khas Batam beda amarga nggunakake mie kuning kenthel sing disuguhake karo saos kental isine daging sapi, bakso lan pangsit.",,,,,,,
Kepiye carane mbedakake sate Madura karo sate liyane?,"Sate Madura nduweni ciri khas sambel kacang sing gurih, manis lan rada pedhes.",,,,,,,
Apa panganan tradisional sing populer ing Madura?,"Salah sawijining panganan tradisional sing populer ing Madura yaiku dodol Madura, sing digawe saka ketan, gula lan santen.",,,,,,,
Ombenan tradhisional Madura apa sing paling dikenal?,"Wedang Ronde iku wedang khas Madura sing populer. Minuman iki digawe saka campuran jahe, gula abang lan bahan liyane kayata kacang lan glepung beras.",,,,,,,
"Kepiye carane nggawe piring sagu, jajanan khas Papua?","Piring sagu yaiku jajanan sing digawe saka sagu sing digoreng nganti garing. Sagu dicampur banyu, dibentuk tipis-tipis, banjur digoreng nganti kecoklatan.",,,,,,,
Apa panganan tradisional manis sing populer ing Papua?,"Kolakbi minangka panganan khas Papua. Panganan iki digawe saka kentang manis, gedhang lan sagu sing dimasak nganggo santen lan gula abang.",,,,,,,
Apa sing ndadekake rempah-rempah Sumatra istimewa ing babagan kuliner?,"Rempah-rempah khas Sumatra, kayata cengkeh, kayu manis lan mrica, nduweni rasa lan aroma sing kuat, menehi rasa khas kanggo masakan Sumatra. Panganggone rempah-rempah iki ndadekake masakan Sumatra sugih rasa lan kerumitan.",,,,,,,
"Apa ana bahan panganan laut sing akeh digunakake ing masakan Sumatra, utamane ing wilayah pesisir?","Ya, iwak minangka bahan segara sing akeh digunakake ing masakan Sumatra, utamane ing wilayah pesisir. Iwak panggang lan iwak pedhes lan kecut minangka masakan populer sing nggunakake iwak minangka bahan utama.",,,,,,,
Jenis rempah-rempah apa wae sing asring digunakake ing masakan Sumatra kanggo menehi rasa sing khas?,"Rempah-rempah kayata lombok, kunir, jahe, kemiri, sereh, lan godhong jeruk purut (godhong jeruk purut) asring digunakake kanggo menehi rasa khas masakan Sumatra.",,,,,,,
Bahan apa wae sing umum digunakake ing masakan tradisional Batak ing Sumatera Utara?,"Ing masakan tradisional Batak, daging sapi, iwak, sayuran lan umbi-umbian kayata singkong asring digunakake minangka bahan utama. Bumbu lan bumbu khusus uga menehi masakan Batak rasa sing khas.",,,,,,,
Apa bahan dhasar saka Pancake Saguer?,Pancake Saguer ya iku kue gepeng sing digawé saka sagu lan santen. Rasane enak lan biasane dadi panganan cuci mulut.,,,,,,,
Apa bahan panganan sing umume digunakake ing masakan NTT?,"Bahan dhasar panganan sing umum digunakake ing masakan NTT yaiku iwak, sagu lan umbi-umbian kayata ubi jalar.",,,,,,,
Apa peran sagu ing kuliner NTT?,"Sagu minangka bahan dhasar penting ing kuliner NTT. Sagu digunakake kanggo nggawe papeda, panganan tradisional sing digawe saka sagu kenthel, biasane disajikake karo kecap iwak.",,,,,,,
Apa gunane ubi jalar ing masakan NTT?,Ubi jalar minangka bahan dhasar sing asring digunakake ing NTT. Kentang manis nyedhiyakake karbohidrat lan rasa manis kanggo panganan kayata panganan cuci mulut utawa lauk.,,,,,,,
Apa ana bahan dhasar liyane kajaba iwak sing populer digunakake ing masakan NTT?,"Ya, daging sapi lan pitik uga asring digunakake minangka bahan dhasar ing masakan NTT, utamane ing padesan.",,,,,,,
Kepriye perane klapa ing kuliner NTT?,"Kelapa minangka bahan penting ing kuliner NTT. Santan digunakake kanggo masak, menehi rasa sing khas, lan nambah tekstur masakan.",,,,,,,
Apa jinis sayuran lokal sing asring digunakake ing masakan NTT?,"Sayuran kayata kangkung, bayem, kacang panjang lan godhong singkong minangka jinis sayuran lokal sing asring digunakake ing masakan NTT.",,,,,,,
Apa keunikan bumbu masakan NTT?,"Rempah-rempah khas NTT kalebu lengkuas, kunir, cabe abang, cabe rawit, bawang putih lan godhong jeruk purut, sing menehi rasa pedhes, seger lan khas kanggo masakan NTT.",,,,,,,
Apa peran utama rempah-rempah ing masakan Lombok?,"Rempah-rempah nduweni peran penting ing masakan Lombok amarga menehi rasa sing khas. Rempah-rempah kayata lombok, bawang merah, bawang putih, kunir, jahe lan sereh asring digunakake kanggo nambah rasa masakan.",,,,,,,
Apa ana bahan dhasar kanggo bumbu khas Lombok?,"Rempah-rempah khas Lombok kalebu kemiri, ketumbar, jinten, pala lan mrica. Rempah-rempah iki menehi masakan Lombok rasa sing khas.",,,,,,,
Apa wae bahan dhasar gado-gado?,"Gado-gado ya iku ulam sayur karo sambel kacang sing biasane isine kacang panjang, tahu, tauge, timun lan endhog, disajikake karo lontong utawa sega.",,,,,,,
Apa sing nggawe Ayam Betutu istimewa?,"Ayam Betutu menika istimewa amargi kathah rempah-rempahipun kadosta kunir, lengkuas, jahe, bawang putih, bawang merah lan lombok ingkang ndadosaken rasa ingkang khas.",,,,,,,
Kepiye carane masak Ayam Betutu?,"Pitik betutu dimasak kanthi diiseni bumbu, dibungkus godhong gedhang, banjur dibakar nganti suwe nganti mateng lan bumbune nyerep ing daging.",,,,,,,
Apa bahan utama sing digunakake ing Ayam Betutu?,"Bahan utama kanggo Ayam Betutu yaiku pitik, rempah-rempah kayata kunir, lengkuas, jahe, bawang putih, bawang bombay, lombok, godhong jeruk lan godhong gedhang kanggo bungkus.",,,,,,,
Lawuh tradhisional apa sing biasane disedhiyakake karo Ayam Betutu?,"Sega, urap (sayur karo klapa parut), lawar (sayur campur daging cincang), lan sambal matah ya iku lawuh tradhisional kang lumrahé disuguhaké karo Ayam Betutu.",,,,,,,
Apa panganan awug lan saka ngendi asale?,"Awug ya iku panganan tradhisional Indonésia, utamané asalé saka tlatah Palembang, Sumatra Kidul.",,,,,,,
Carane nggawe panganan awug?,"Awug digawe saka bahan utama kayata glepung beras, klapa parut lan gula abang. Glepung beras lan klapa parut dicampur banyu, banjur dimasak nganti kenthel. Sawisé iku, campuran kasebut dilebokake ing cetakan lan dibentuk, banjur digodhog nganti mateng.",,,,,,,
Apa awug nduweni tekstur utawa rasa sing khas?,"Ya, awug nduweni tekstur kenyal lan legi amarga nggunakake gula abang minangka bahan utama.",,,,,,,
Kepiye cara ngladeni awug kanthi cara tradisional?,"Awug biyasane disuguhake kanthi potongan-potongan, asring persegi utawa persegi panjang, lan bisa dipangan minangka panganan cuci mulut utawa cemilan.",,,,,,,
Apa awug minangka panganan sing saben dina asring ditemokake utawa khusus kanggo acara tartamtu?,"Awug ya iku panganan sing saben dina tinemu ing tlatah Palembang lan sakiwa-tengené, nanging uga kerep disuguhake mligi kanggo acara-acara khusus kayata pahargyan, upacara adat utawa riyaya.",,,,,,,
Apa panganan awug nduweni nilai sejarah utawa budaya ing masyarakat Palembang?,"Ya, awug nduweni nilai sejarah lan budaya ing masyarakat Palembang. Panganan iki asring disedhiyakake ing acara-acara tradisional, perayaan utawa ritual agama ing wilayah kasebut.",,,,,,,
Bakul rawon ing Pasuruan ngendi?,Rawon kang misuwur ing Pasuruan dumunung ing Nguling,,,,,,,
Apa sampeyan luwih seneng Es Teler utawa Es Oyen?,Aku luwih seneng es oyen amarga luwih seger,,,,,,,
Apa panganan sing misuwur ing kutha Malang?,Panganan sing misuwur ing kutha Malang yaiku mie bakar celaket,,,,,,,
Wonten pundi papan kuliner Indonesia ingkang wonten ing Pasuruan?,Panggonan kuliner Indonesia ing Pasuruan dumunung ing Pandaan,,,,,,,
Apa panganan kuliner Indonesia sing sampeyan senengi?,Aku seneng panganan rendang khas Sumatera Barat,,,,,,,
Kok senengane bakso Cak Man?,Aku seneng bakso Cak Man amarga regane murah lan rasane enak,,,,,,,
Kuliner apa sing durung sampeyan rasakake?,Aku durung nyicipi kuliner khas Jepang,,,,,,,
Kenapa sampeyan seneng banget karo sushi?,Restoran sushi Tei Dimatos ngutamakake rasa Jepang sing unik,,,,,,,
Apa jeneng restoran ayam goreng paling pedhes ing Malang?,Restoran ayam geprek paling pedas ing Malang yaiku Geprek Jhon,,,,,,,
Apa postingan ketan legendaris wis pindah?,Pos ketan legendaris saiki wis pindah menyang Suhat,,,,,,,
Kapan kowe budhal ngrasakake kuliner Indonesia?,Aku bakal budhal Setu esuk menyang kuliner Nusantara,,,,,,,
Apa panganan khas Bondowoso?,Bondowoso terkenal dengan kasetnya yang enak,,,,,,,
Bapakmu seneng soto?,Bapak seneng banget karo sup sing digawe ibu,,,,,,,
Nang endi sing dodolan es?,Papan dodolan es degan ana ing Sigura-gura,,,,,,,
Napa sampeyan seneng banget karo kuliner khas Indonesia?,Amarga panganane kenthel karo rempah-rempah,,,,,,,
Ing endi situs produksi roti?,Lokasi produksi roti ana ing Rembang,,,,,,,
Apa mie favorit ibumu?,Mie kesukaan ibuku yaiku indomie goreng,,,,,,,
wingi tuku cilok daging nang endi?,Aku tuku cilok sapi nang Alun-alun Bangil,,,,,,,
Kenapa lebih suka cilok sapi ketimbang cilok sapi?,Amarga aku seneng panganan sing ambune kaya daging,,,,,,,
Sampeyan tuku sosis keju ing endi?,Aku tuku sosis keju nang Indomaret,,,,,,,
Kamu menyukai martabak daging sapi atau ayam?,Aku seneng banget karo martabak daging sapi,,,,,,,
Kamu menyukai terang bulan rasa apa?,Aku seneng nanas lan melon roso padhang rembulan,,,,,,,
Kamu menyukai roti bakar rasa apa?,Aku seneng roti panggang coklat lan keju,,,,,,,
Kamu lebih suka mie indomie atau mie sedap?,Aku luwih seneng mie sing enak amarga bumbune luwih akeh tinimbang Indomie,,,,,,,
Dimana tempat penjual makanan siap saji disini?,"Panggonan dodolan panganan siap-siap iku ana ing Tunjungan Plaza, Surabaya",,,,,,,
Apa makanan cepat saji yang kamu sukai,Aku seneng panganan cepet mcd,,,,,,,
Dimana restoran kfc di pasuruan?,Restoran KFC ing Pasuruan dumunung ing Pandaan,,,,,,,
Apakah nenekmu bisa membuat serabi khas solo?,Mbahku pinter banget gawe serabi khas Solo,,,,,,,
Apakah kamu mau mencicipi telur masakan ibu ku?,Aku seneng banget karo endhog dadi pengin ngrasakake masakane ibumu,,,,,,,
Minuman apa yang belum kamu coba?,Sing durung tak coba yaiku minuman mizone,,,,,,,
Kenapa sampeyan seneng banget karo endhog?,Endhog minangka sumber nutrisi sing apik banget.,,,,,,,
Apa panganan khas Thai?,Masakan khas Thailand yaiku Tom Yum,,,,,,,
Kenapa endhog omega luwih larang?,Amarga endhog omega ngemot akeh bahan sing apik lan migunani kanggo kesehatan awak.,,,,,,,
Lemper digawe saka apa?,Lemper digawe saka ketan sing digulung karo bumbu pitik utawa iwak.,,,,,,,
Kuliner manca apa sing arep dicoba?,Aku pengin ngrasakake kuliner khas Amerika,,,,,,,
Kok senengane sego goreng?,Amarga sega goreng solaria iku enak banget nanging larang banget,,,,,,,
Ing endi sampeyan adol makaroni krasan?,Aku dodol makaroni pedhes menyang kutha gedhe,,,,,,,
Pitik pok pok regane pira?,Regane pitik pok pok 19 ewu,,,,,,,
Kowe tuku bakmia favorit ning endi?,Mie favoritku ana ing Jalan Sudirman,,,,,,,
Sup apa sing sampeyan senengi?,Aku pancene seneng sup babat,,,,,,,
Kowe dolan kuliner karo sapa?,Aku karo adhiku lunga menyang kuliner,,,,,,,
Apa panganan laut sing sampeyan senengi? ,Aku pancene seneng clams lan crab,,,,,,,
Apa panggonan paling apik kanggo sayuran seger ing tentara?,Panggonan paling apik kanggo sayuran seger ing Pasuruan yaiku sayuran seger cabang rembulan,,,,,,,
Kenapa sampeyan seneng salmon mentah?,Salmon mentah sugih ing vitamin D sing nduweni peran penting kanggo njaga kesehatan balung lan sistem kekebalan,,,,,,,
Pitik bumbu apa sing disenengi ibumu?,Ibuku senengane pitik bumbu Laos,,,,,,,
Apa panganan sing paling enak sing digawe saka udang? ,Panganan sing paling enak digawe saka udang yaiku udang keju,,,,,,,
Apa panganan khas Tahu Tek?,Tahu tek iku panganan khas kutha Surabaya,,,,,,,
Apa ana papan kuliner manca ing Surabaya?,Panggonan kuliner khas manca ing Surabaya dumunung ing Jalan Bromo,,,,,,,
Es Oyen neng pinggir pasar Bangil kok rame banget?,Amarga rasane enak banget lan akeh susu,,,,,,,
Apa panganan favorit pacarmu?,Soto lamongan sing paling disenengi pacarku,,,,,,,
Apa khasiat khas Flores?,Sate Kepala Kerbau minangka sajian khas khas Flores.,,,,,,,
"Kepiye cara ngladeni ""Ayam Betutu"" kanthi macem-macem gaya?","Ayam Betutu, masakan khas Bali, saged dipunsajiaken kanthi maneka warni bumbu kangge damel maneka warni rasa.",,,,,,,
Panganan apa sing arang dikenal ing Indonesia nanging patut dicoba?,Dendeng Balado Belut iku panganan sing arang dikenal sing nggunakake welut minangka bahan utama.,,,,,,,
Apa panganan tradisional sing kurang dikenal ing Kalimantan?,Ketupat Kandangan iku panganan tradhisional sing ora kondhang ing Kalimantan Kidul.,,,,,,,
"Apa bedane ""Brekecek"" karo masakan pedhes liyane?",Brekecek yaiku masakan Aceh pedhes sing nggunakake bahan-bahan unik kayata belimbing lan keluak.,,,,,,,
Masakan apa sing kudu dakcoba nalika ngunjungi Makassar?,Coto Makassar minangka panganan sing kudu sampeyan coba nalika ngunjungi Makassar,,,,,,,
Apa panganan sing paling nyenengake ing mangsa panas?,"Panganan sing paling nyenengake ing mangsa panas bisa dadi es krim, salad buah seger utawa nyebar.",,,,,,,
Apa panganan cuci mulut sing sampurna kanggo penggemar coklat?,Penggemar coklat bisa uga seneng brownies,,,,,,,
Apa sajian sarapan favoritmu?,Sajian sarapan favoritku yaiku omelet karo roti panggang.,,,,,,,
Panganan apa sing cocog kanggo sarapan sehat?,Sarapan sehat bisa kalebu woh utawa endhog rebus karo sayuran.,,,,,,,
Apa panganan khas saka negara sampeyan?,"Ing Indonesia, panganan sing khas yaiku sega goreng.",,,,,,,
Apa panganan musim dingin sing khas?,Panganan musim dingin sing khas kalebu sup lan bubur,,,,,,,
Panganan apa sing cocog kanggo wong sing diet?,Panganan sing cocog kanggo wong sing diet yaiku salad,,,,,,,
Apa cemilan favoritmu?,Cemilan favoritku yaiku kentang goreng.,,,,,,,
Apa saus sing paling apik kanggo daging panggang?,Saus sing cocok kanggo daging panggang yaiku saus barbecue.,,,,,,,
Apa panganan cuci mulut sing populer ing Indonesia?,Panganan sing populer ing Indonesia yaiku serabi,,,,,,,
Apa panganan pedhes favoritmu?,Panganan pedhes favoritku yaiku ramen pedhes.,,,,,,,
Apa panganan cuci mulut sing ora bisa dilalekake ing India?,Dessert sing ora kudu dilewatake ing India yaiku gulab jamun lan jalebi.,,,,,,,
Apa panganan Mesir sing misuwur?,"Masakan Mesir sing misuwur yaiku kushari, jinis mie sing dibumbui karo tomat lan bawang.",,,,,,,
Apa panganan favorit kanggo sarapan?,Panganan favorit kanggo sarapan yaiku omelet karo roti panggang.,,,,,,,
"Yen sampeyan menyang Lamongan, panganan apa sing sampeyan senengi?",Soto Lamongan menika panganan ingkang kula remen menawi wonten ing Lamongan,,,,,,,
Masakan apa sing sampeyan coba nalika ngunjungi Sumatera Barat?,Sata Padang iku panganan sing daksenengi nalika dolan ing Sumatera Barat,,,,,,,
Ngendi aku bisa ngrasakake Sate Ayam asli ing Indonesia?,Sampeyan bisa nemokake sate ayam asli ing warung jajanan lan warung pinggiran ing saindhenging Indonesia.,,,,,,,
Apa panganan khas Indonesia sing paling misuwur?,"Rendang, panganan daging sapi pedhes saka Sumatra Kulon, misuwur banget minangka panganan khas Indonesia.",,,,,,,
Kenging menapa Rendang asring dipunanggep minangka masakan khas Indonesia?,"Amarga rasa pedhes, manis lan sugih rempah-rempah.",,,,,,,
Kadospundi sega goreng ingkang khas wonten ing Indonesia?,"Nasi Goreng disuguhake karo sega goreng bebarengan karo bumbu, daging, sayuran lan endhog.",,,,,,,
Apa panganan manis sing populer ing Indonesia?,"Klepon, sing digawe saka ketan sing diisi gula klapa lan parutan klapa.",,,,,,,
Apa masakan sarapan Indonesia sing populer?,Nasi Goreng utawa Bubur Ayam minangka sarapan sing populer ing Indonesia.,,,,,,,
Ing endi bisa nemokake soto Betawi asli?,"Soto Betawi bisa ditemokake ing Jakarta, utamane ing warung khas Betawi.",,,,,,,
Apa panganan laut eksotis sing bisa ditemokake ing wilayah pesisir Indonesia?,"Ikan Bilih ya iku panganan laut eksotis sing kerep ditemoni ing tlaga Singkarak, Sumatra Kulon.",,,,,,,
Apa panganan laut langka sing dadi panganan khas Maluku?,"Ikan Cakalang Fufu minangka panganan iwak asap sing populer ing Maluku, utamane ing Ternate.",,,,,,,
Saka ngendi asale panganan pempek?,Pempek iku panganan khas daerah Palembang,,,,,,,
Kapan maneh bisa ngrasakake Sup Konro?,Kita bisa nyicipi sup Konro asli nalika liburan ing Sulawesi Selatan,,,,,,,
Piye rasane Juhu Singkak?,"Juhu singkah ya iku panganan khas Dayak kang duwé rasa unik, ya iku gurih, kecut lan pait.",,,,,,,
Apa bahan dhasar kanggo nggawe lapa-lapa?,"Lapa-Lapa ya iku panganan khas Provinsi Sulawesi Tenggara sing digawé saka klapa, beras lan uyah sing dimasak nganggo godhong gedhang.",,,,,,,
Apa jenenge jajanan khas Papua Tengah?,Kue sagu ya iku jajanan saka Papua Tengah sing cocok disanèsi karo teh panas.,,,,,,,
Apa ciri khas Lumpia Semarang?,Panganan iki minangka kombinasi budaya Cina lan Indonesia.,,,,,,,
Suwene olahan rendang daging sapi bisa tahan suwene?,Rendang minangka panganan khas Sumatera Barat sing bisa tahan nganti pirang-pirang minggu.,,,,,,,
Pira suwene masak Bika Ambon?,Bika Ambon dimasak nganti 12 jam,,,,,,,
Apa panganan khas Bali kajaba pitik betutu?,"Panganan khas Bali liyane yaiku satai lilit, sega campur, lan liya-liyane.",,,,,,,
Apa panganan Tilutuan?,Tilutuan ya iku bubur khas Manado sing dadi campuran manéka warna sayuran.,,,,,,,
Iringan apa sing cocok kanggo ngiringi pempek?,"Pempek biasane disuguhake karo saos cuka kang rasane kecut, legi lan pedhes.",,,,,,,
Apa salah sawijining ciri khas panganan Karedok?,Salah sijine ciri khas karedok yaiku nggunakake oncom bakar. Yen ora nganggo oncom bakar diarani lotek mentah.,,,,,,,
Napa panganan khas Sulawesi Tengah diarani Uta Dada?,Uta ing Kaili tegese saos santen lan dhadha.,,,,,,,
Apa tekstur lan rasa saka Kue Sagu?,Kue sagu bagea khas Papua iki nduweni tekstur kang atos lan renyah kanthi rasa manis,,,,,,,
Ngendi jenenge Kue Lontar teka?,Jeneng kue lontar iki asale saka basa Walanda wujude ronde taart utawa kue bunder.,,,,,,,
Isi apa sing cocok kanggo crepes kanthi rasa gurih?,"Krep gurih biasane dilengkapi topping kayata daging kornet, keju, endhog pitik, sosis, barang, sayuran kayata selada, lan jagung.",,,,,,,
Apa bedane Kue Leker karo Krep?,Kue leker cilik karo topping winates nalika crepes luwih gedhe kanthi isi sing luwih variatif.,,,,,,,
Kepiye cara ngolah gedhang dadi panganan sing menarik?,Kreasi gedhang nugget iki bisa dadi pilihan amarga bentuke sing menarik lan mesthi enak.,,,,,,,
Conto panganan regional sing diowahi?,"Macaroon Nasi Uduk minangka conto panganan daerah sing dimodifikasi, perpaduan kuliner khas Jakarta lan Prancis.",,,,,,,
Pelengkap apa sing cocog kanggo ngowahi Sego Timlo?,Beras Timlo sing diowahi nganggo foie gras dadi sing paling larang ing donya,,,,,,,
Saka ngendi asale werna ireng ing saus rawon?,Rawon kang wernane ireng peteng diasilake kluwek dicampur karo potongan daging sapi empuk.,,,,,,,
Wonten pundi restoran tengkleng ingkang misuwur?,Restoran tengkleng sing paling misuwur yaiku tengkleng klewer Ibu Edi sing wis legendaris.,,,,,,,
Mangut Lele iku panganan khas daerah?,Mangut lele iku panganan khas tlatah Bantul.,,,,,,,
Apa keunikan Kopi Lik Man?,Sing nggawe kopi iki unik yaiku kopi sing disuguhake karo areng panas sing dijupuk langsung saka kompor.,,,,,,,
Kenging punapa Sego Godog menika panganan ingkang unik?,Sego Godog iku unik amarga isine sega sing digodhog nganggo sambel pedhes.,,,,,,,
Kapan Es Pleret cocok kanggo dinikmati?,Ombenan Es Pleret iki cocok banget lan enak dinikmati ing tengah-tengah panas.,,,,,,,
Apa itu Nasi Tepeng?,"Nasi Tepeng ya iku jajanan kuliner khas Gianyar, Bali.",,,,,,,
Kepriye carane nyiyapake Ayam Tum?,"Kanggo nggawe Tum Ayam, pitik cincang dicampur karo bumbu wangi lan santen, dibungkus godhong gedhang, banjur dikukus utawa dibakar.",,,,,,,
Apa rekomendasi panganan kanggo nyoba ing Universitas FMICA saka Malang Negeri?,Mie pitik minangka panganan favorit kanggo nyoba ing kantin FMIPA amarga rasa sing enak,,,,,,,
Apa rekomendasi panganan kanggo nyoba ing kantin FIP Universitas Malang?,Endhog Tofu minangka panganan favorit kanggo nyoba nalika sampeyan menyang kantin FIP amarga regane murah lan rasa sing enak,,,,,,,
Kepiye pengaruh budaya lan tradhisi Bali sing dibayangke ing piring?,"Akeh sajian Bali nggambarake harmoni ing antarane rasa lan presentasi visual. Contone, bebek betutu, sing diserep karo rempah-rempah lan masak ing proses sing dawa, nuduhake sabar lan fineness ing saben dinane",,,,,,,
Apa jajanan tradisional utawa jajanan sing bisa diuji ing pasar Bali tradisional?,"Cahya Cahya kayata Gulung lan Klepon Omelette bisa ditemokake ing pasar Bali tradisional Bali. Roll Omeletelte minangka pancake ijo kanthi klapa parut lan gula klapa, nalika Klepon minangka jajan beras lengket sing diisi gula klapa.",,,,,,,
Apa ana rekomendasi kanggo restoran utawa warung sing kudu dibukak pengalaman asli kuliner ing Bali?,"Warung Mrs Oka ing Ubud misuwur amarga daging babi sing enak, dene bebek bengil ing wilayah Ubud uga nawakake bebek betung lan swasana sing nyenengake.",,,,,,,
Apa sajian khas kanggo nyoba nalika ngunjungi Pulo Madura?,"Sate Madura minangka sajian sing ora kudu dilalekake. Satay iki misuwur amarga daging sing alus lan bumbu sing khas, dilayani karo jajan beras lan saus kacang.",,,,,,,
Apa jajanan utawa jajanan tradisional sing umume ditemokake ing Pulo Madura?,"Rujak Cingur minangka cemilan cahya sing populer ing Madura. Kasusun saka irisan daging cingur (masak irung sapi), sayuran, lan saus kacang khas.",,,,,,,
Apa restoran utawa warung sing disaranake nalika ana ing Pulo Madura?,Toko Duck Sinjay Duck ing Bangkalan misuwur amarga bebek goreng sing enak. Pilihan sing cocog kanggo sampeyan sing lagi lelungan ing Pulo Madura,,,,,,,
Apa piring panganan khusus sing dadi lambang kuliner ing Surabaya?,"Rawon minangka salah sawijining sajian sing apik ing Surabaya. Iki minangka sup daging ireng sing khas, berwarna nganggo Kluwek, lan dilayani karo beras, kacang buncis, lan endhog asin.",,,,,,,
Apa stall utawa restoran sing disaranake kanggo seneng kuliner ing kutha Surabaya?,Restoran khas restoran Cak Man ing wilayah Gubeng misuwur amarga menu Ramon sing enak. Panggonan sing bener kanggo mangan yen sampeyan lagi lelungan menyang kutha Surabaya,,,,,,,
Apa cemilan utawa cemilan populer ing Amerika?,"Popcorn caramel, pretzel karo saus keju, lan asu panas yaiku sawetara conto cemilan populer ing Amerika. Dheweke asring dadi kanca setia nalika nonton pertandhingan olahraga utawa film.",,,,,,,
Apa bedane masakan Amerika lan Timur?,"Masakan kulon Amerika cenderung fokus luwih akeh ing daging panggang, nalika masakan wétan Amerika asring melu sajian kayata lobster lan chowder clam. Kulon cenderung dadi luwih abot ing panggunaan daging sapi, dene sisih wétan cenderung nggunakake panganan laut.",,,,,,,
Apa sajian khas Arab Saudi sing paling misuwur?,"Kabsa minangka sajian Arab Saudi khas sing misuwur banget. Iki minangka pari sing dimasak karo daging (biasane wedhus, wedhus, utawa pitik) lan rempah-rempah, dilayani karo kacang lan saos tomat.",,,,,,,
Apa sajian khas kanggo nyoba nalika ngunjungi malang?,"Bola bakso malang yaiku sajian sing ora kudu dilalekake. Bola bakar iki biasane disuguhake karo mi, pangsit, panganan goreng lan saus sing enak.",,,,,,,
Apa cemilan utawa khas saka Malang sing populer?,"CAKE APEM minangka kue tradisional tradisional sing asring digunakake minangka cenderung. Kue iki digawe saka bahan kayata klapa parut, gula coklat, lan glepung beras, menehi rasa manis lan alus.",,,,,,,
